Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published
"Faux Beau (Sierra Vista, #1)",Marina Adair,22,https://www.goodreads.com/book/show/66591621-faux-beau,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670968890l/66591621._SX50_.jpg,3.66,"4,733 ",  2023
"Stolen Touches (Perfectly Imperfect, #5)",Neva Altaj,22,https://www.goodreads.com/book/show/61210821-stolen-touches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654147388l/61210821._SY75_.jpg,4.03,"41,497 ",  2022
Fairydale (Kindle Edition),Veronica Lancet,22,https://www.goodreads.com/book/show/58411935-fairydale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658407917l/58411935._SY75_.jpg,4.07,"9,102 ",  2022
Twisted Series 4 Books Collection (Twisted #1-4),Ana Huang,22,https://www.goodreads.com/book/show/61754236-twisted-series-4-books-collection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658944478l/61754236._SY75_.jpg,4.38,"17,404 ",
As Long as the Lemon Trees Grow (Hardcover),Zoulfa Katouh,22,https://www.goodreads.com/book/show/57390604-as-long-as-the-lemon-trees-grow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642433141l/57390604._SX50_.jpg,4.49,"65,796 ",  2022
"Mercy (Salacious Players Club, #4)",Sara Cate,22,https://www.goodreads.com/book/show/59420470-mercy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658970456l/59420470._SY75_.jpg,4.09,"54,272 ",  2022
You Made a Fool of Death with Your Beauty (Hardcover),Akwaeke Emezi,22,https://www.goodreads.com/book/show/59232998-you-made-a-fool-of-death-with-your-beauty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651419815l/59232998._SY75_.jpg,3.55,"50,673 ",  2022
The Wedding Crasher (Paperback),Mia Sosa,22,https://www.goodreads.com/book/show/55506996-the-wedding-crasher,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627893250l/55506996._SY75_.jpg,3.67,"35,244 ",  2022
"The Final Strife (Ending Fire, #1)",Saara El-Arifi,22,https://www.goodreads.com/book/show/54440543-the-final-strife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640248887l/54440543._SY75_.jpg,4.22,"6,968 ",  2022
Sea of Tranquility (Hardcover),Emily St. John Mandel,22,https://www.goodreads.com/book/show/58446227-sea-of-tranquility,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626710416l/58446227._SX50_.jpg,4.07,"254,569 ",  2022
"Triple Threat (Deception Duet, #1)",K. Webster,22,https://www.goodreads.com/book/show/58636977-triple-threat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631836920l/58636977._SY75_.jpg,3.74,"10,416 ",  2022
"Vipers and Virtuosos (Monsters & Muses, #2)",Sav R. Miller,22,https://www.goodreads.com/book/show/58722688-vipers-and-virtuosos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636992910l/58722688._SY75_.jpg,3.92,"21,793 ",  2021
"Only a Monster (Monsters, #1)",Vanessa Len,22,https://www.goodreads.com/book/show/58210340-only-a-monster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624641211l/58210340._SY75_.jpg,3.87,"27,911 ",  2022
"Brutal Heir (Court University, #1)",Eden O'Neill,22,https://www.goodreads.com/book/show/61414061-brutal-heir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657371603l/61414061._SY75_.jpg,3.51,"9,302 ",  2020
My Brilliant Friend (Paperback),Elena Ferrante,22,https://www.goodreads.com/book/show/35036409-my-brilliant-friend,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493655783l/35036409._SY75_.jpg,4.05,"368,782 ",  2011
"Skin of the Sea (Skin of the Sea, #1)",Natasha Bowen,22,https://www.goodreads.com/book/show/48691825-skin-of-the-sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614089954l/48691825._SY75_.jpg,3.79,"14,620 ",  2021
"A Marvellous Light (The Last Binding, #1)",Freya Marske,22,https://www.goodreads.com/book/show/53217284-a-marvellous-light,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634067514l/53217284._SY75_.jpg,3.96,"41,682 ",  2021
"Morning Glory Milking Farm (Cambric Creek, #1)",C.M. Nascosta,22,https://www.goodreads.com/book/show/123852869-morning-glory-milking-farm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679944449l/123852869._SY75_.jpg,3.76,"36,069 ",  2021
"Puck Me Secretly (Vancouver Wolves Hockey, #1)",Odette Stone,22,https://www.goodreads.com/book/show/45170538-puck-me-secretly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555628456l/45170538._SY75_.jpg,3.97,"42,799 ",  2018
"Black Sunshine (Dark Eyes, #1)",Karina Halle,22,https://www.goodreads.com/book/show/57236414-black-sunshine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615476571l/57236414._SX50_.jpg,3.73,"13,469 ",  2021
The Beekeeper of Aleppo (Hardcover),Christy Lefteri,22,https://www.goodreads.com/book/show/43124137-the-beekeeper-of-aleppo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551818686l/43124137._SX50_.jpg,4.17,"155,705 ",  2019
"Kingdom of Exiles (The Beast Charmer, #1)",Maxym M. Martineau,22,https://www.goodreads.com/book/show/42366222-kingdom-of-exiles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550413435l/42366222._SY75_.jpg,3.94,"5,698 ",  2019
"Covet (Crave, #3)",Tracy Wolff,22,https://www.goodreads.com/book/show/53426743-covet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612742255l/53426743._SX50_.jpg,4.23,"95,854 ",  2021
If I Had Your Face (Hardcover),Frances Cha,22,https://www.goodreads.com/book/show/52696537-if-i-had-your-face,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591107164l/52696537._SY75_.jpg,3.75,"54,083 ",  2020
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,22,https://www.goodreads.com/book/show/11505797-beautiful-disaster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032l/11505797._SY75_.jpg,4.01,"695,223 ",  2011
"Zero Repeat Forever (The Nahx Invasions, #1)",Gabrielle S. Prendergast,22,https://www.goodreads.com/book/show/28945665-zero-repeat-forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485819276l/28945665._SY75_.jpg,3.95,"3,652 ",  2017
More Than This (Paperback),Patrick Ness,22,https://www.goodreads.com/book/show/21969786-more-than-this,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398164413l/21969786._SY75_.jpg,3.95,"67,500 ",  2013
"Truthwitch (The Witchlands, #1)",Susan Dennard,22,https://www.goodreads.com/book/show/21414439-truthwitch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428675822l/21414439._SX50_.jpg,3.85,"52,120 ",  2016
"The Last Magician (The Last Magician, #1)",Lisa   Maxwell,22,https://www.goodreads.com/book/show/30312855-the-last-magician,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468598919l/30312855._SX50_.jpg,4.03,"21,614 ",  2017
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,22,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398707039l/22020052._SY75_.jpg,4.05,"54,588 ",  2014
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,22,https://www.goodreads.com/book/show/13206760-scarlet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056982l/13206760._SY75_.jpg,4.24,"432,876 ",  2013
Grown (Hardcover),Tiffany D. Jackson,22,https://www.goodreads.com/book/show/49397758-grown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579764388l/49397758._SY75_.jpg,4.25,"35,673 ",  2020
Tell Me Three Things (Hardcover),Julie Buxbaum,22,https://www.goodreads.com/book/show/25893582-tell-me-three-things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448596179l/25893582._SY75_.jpg,4.02,"86,797 ",  2016
Speak (Hardcover),Laurie Halse Anderson,22,https://www.goodreads.com/book/show/39280444-speak,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298l/39280444._SY75_.jpg,4.05,"604,457 ",  1999
Flowers for Algernon (Paperback),Daniel Keyes,21,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689071681l/18373._SY75_.jpg,4.22,"700,828 ",  1966
Lights Out (Kindle Edition),Navessa Allen,21,https://www.goodreads.com/book/show/201017011-lights-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712081394l/201017011._SY75_.jpg,4.31,"33,673 ",  2024
Starling House (Hardcover),Alix E. Harrow,21,https://www.goodreads.com/book/show/65213595-starling-house,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718664072l/65213595._SY75_.jpg,3.83,"99,097 ",  2023
"You, with a View (Paperback)",Jessica  Joyce,21,https://www.goodreads.com/book/show/59737396-you-with-a-view,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665759407l/59737396._SY75_.jpg,4.11,"49,397 ",  2023
"The Taste of Revenge (War of Sins, #1)",Veronica Lancet,21,https://www.goodreads.com/book/show/56949203-the-taste-of-revenge,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683568312l/56949203._SY75_.jpg,3.51,"9,333 ",  2023
Weak Side (Bexley U),S.J. Sylvis,21,https://www.goodreads.com/book/show/123208214-weak-side,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680268990l/123208214._SY75_.jpg,3.97,"30,949 ",  2023
"Iced Out (Heston U Hotshots, #1)",Veronica Eden,21,https://www.goodreads.com/book/show/62881797-iced-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674696677l/62881797._SY75_.jpg,3.90,"21,050 ",  2023
Restore Me (Kindle Edition),J.L. Seegars,21,https://www.goodreads.com/book/show/59970541-restore-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640805861l/59970541._SY75_.jpg,4.14,"12,542 ",  2022
Eternal Reign (Age of Vampires #1),Caroline Peckham,21,https://www.goodreads.com/book/show/196791249-eternal-reign,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1692034253l/196791249._SY75_.jpg,4.11,"8,622 ",  2019
"That One Night (Jacksonville Rays, #0.5)",Emily Rath,21,https://www.goodreads.com/book/show/123194683-that-one-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678142038l/123194683._SY75_.jpg,4.10,"76,899 ",
"God of Fury (Legacy of Gods, #5)",Rina Kent,21,https://www.goodreads.com/book/show/201871211-god-of-fury,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701553841l/201871211._SY75_.jpg,4.49,"67,957 ",  2023
"Wicked Heir (Chernov Bratva, #1)",Mila Kane,21,https://www.goodreads.com/book/show/69708090-wicked-heir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671336655l/69708090._SX50_.jpg,3.78,"10,374 ",  2023
Intercepts (Kindle Edition),T.J. Payne,21,https://www.goodreads.com/book/show/45868683-intercepts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558137793l/45868683._SY75_.jpg,4.13,"21,496 ",  2019
The Spear Cuts Through Water (Hardcover),Simon Jimenez,21,https://www.goodreads.com/book/show/55868456-the-spear-cuts-through-water,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622813641l/55868456._SY75_.jpg,4.19,"11,036 ",  2022
Kiss Her Once for Me (Paperback),Alison Cochrun,21,https://www.goodreads.com/book/show/60321485-kiss-her-once-for-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664988561l/60321485._SY75_.jpg,3.85,"48,710 ",  2022
"Lovely Bad Things (Hollow's Row, #1)",Trisha Wolfe,21,https://www.goodreads.com/book/show/60093519-lovely-bad-things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648474031l/60093519._SY75_.jpg,3.73,"17,016 ",  2022
"Gold (The Plated Prisoner, #5)",Raven Kennedy,21,https://www.goodreads.com/book/show/61314205-gold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679863754l/61314205._SY75_.jpg,4.10,"39,864 ",  2023
"Until You (Off-Limits, #1)",Catharina Maura,21,https://www.goodreads.com/book/show/60872655-until-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650812833l/60872655._SY75_.jpg,3.91,"28,383 ",  2021
"Outcast (Ruthless Paradise, #1)",Lexi Ray,21,https://www.goodreads.com/book/show/61367088-outcast,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656461196l/61367088._SY75_.jpg,3.52,"3,328 ",  2022
"Mated to the Monster (Sombra Demons, #1)",Sarah Spade,21,https://www.goodreads.com/book/show/60510802-mated-to-the-monster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646018045l/60510802._SX50_.jpg,3.35,"12,453 ",
"King of Flesh and Bone (The Pale Court, #1)",Liv Zander,21,https://www.goodreads.com/book/show/58263040-king-of-flesh-and-bone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622864888l/58263040._SX50_.jpg,3.66,"11,567 ",  2022
The Warrior Midwife (The Warrior Midwife #1),E.P. Bali,21,https://www.goodreads.com/book/show/60636816-the-warrior-midwife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647533148l/60636816._SY75_.jpg,4.02,"5,359 ",  2022
"Ryan Redemption (New York Ruthless, #2)",Sadie Kincaid,21,https://www.goodreads.com/book/show/76750092-ryan-redemption,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673572479l/76750092._SY75_.jpg,4.06,"24,728 ",
The Wish (Hardcover),Nicholas Sparks,21,https://www.goodreads.com/book/show/56625098-the-wish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614769180l/56625098._SY75_.jpg,4.33,"149,823 ",  2021
The Bone Orchard (Hardcover),Sara A. Mueller,21,https://www.goodreads.com/book/show/57693396-the-bone-orchard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627477316l/57693396._SY75_.jpg,3.53,"6,183 ",  2022
The School for Good Mothers (Hardcover),Jessamine Chan,21,https://www.goodreads.com/book/show/57846320-the-school-for-good-mothers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639314979l/57846320._SY75_.jpg,3.54,"113,171 ",  2022
"Gilded Princess (Five Families, #1)",Penelope Black,21,https://www.goodreads.com/book/show/57589985-gilded-princess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624924244l/57589985._SY75_.jpg,3.83,"6,706 ",
"One Moment Please (Wait With Me, #3)",Amy Daws,21,https://www.goodreads.com/book/show/43582648-one-moment-please,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585233118l/43582648._SX50_.jpg,4.04,"42,660 ",  2020
Captive of Wolves (Bound to the Fae #1),Eva Chase,21,https://www.goodreads.com/book/show/55700715-captive-of-wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602944104l/55700715._SX50_.jpg,3.59,"7,392 ",  2020
"Dark Rise (Dark Rise, #1)",C.S. Pacat,21,https://www.goodreads.com/book/show/55424891-dark-rise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615586695l/55424891._SY75_.jpg,4.16,"29,402 ",  2021
"Captured (Highgate Preparatory Academy, #1)",Rosa Lee,21,https://www.goodreads.com/book/show/57907765-captured,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624185697l/57907765._SY75_.jpg,3.93,"12,345 ",  2021
The Psycho (The Soldiers of Anarchy #1),Nikki J. Summers,21,https://www.goodreads.com/book/show/58800831-the-psycho,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632435764l/58800831._SY75_.jpg,3.73,"8,107 ",  2021
milk and honey (Paperback),Rupi Kaur,21,https://www.goodreads.com/book/show/23513349-milk-and-honey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491595510l/23513349._SY75_.jpg,3.97,"746,713 ",  2014
"Thrive (Addicted, #4)",Krista Ritchie,21,https://www.goodreads.com/book/show/55475489-thrive,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601268554l/55475489._SY75_.jpg,4.02,"46,560 ",  2014
"Chained Hands (Keir & Sailor Duet #1; Chained Hearts Duets, #1)",T.L.  Smith,21,https://www.goodreads.com/book/show/59029074-chained-hands,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632101945l/59029074._SY75_.jpg,3.83,"7,077 ",  2021
Dirty Curve (Kindle Edition),Meagan Brandy,21,https://www.goodreads.com/book/show/42867647-dirty-curve,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629174113l/42867647._SY75_.jpg,4.02,"26,683 ",
"The Marionettes (The Marionettes, #1)",Katie  Wismer,21,https://www.goodreads.com/book/show/57235694-the-marionettes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625148276l/57235694._SY75_.jpg,3.91,"4,174 ",  2021
We Have Always Lived in the Castle (Paperback),Shirley Jackson,21,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704229774l/89724._SX50_.jpg,3.93,"243,630 ",  1962
Bought (Highest Bidder #1),Lauren Landish,21,https://www.goodreads.com/book/show/33293523-bought,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481229867l/33293523._SY75_.jpg,3.61,"18,604 ",  2016
"Fire Night (Devil's Night, #4.5)",Penelope Douglas,21,https://www.goodreads.com/book/show/58080366-fire-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621283161l/58080366._SY75_.jpg,4.06,"50,153 ",  2020
"Long Way Down (Calloway Sisters, #4)",Krista Ritchie,21,https://www.goodreads.com/book/show/60690822-long-way-down,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648245991l/60690822._SY75_.jpg,4.45,"32,861 ",  2015
Tryst Six Venom (Kindle Edition),Penelope Douglas,21,https://www.goodreads.com/book/show/54661258-tryst-six-venom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620195849l/54661258._SY75_.jpg,3.88,"32,349 ",  2021
Ghosts (Hardcover),Dolly Alderton,21,https://www.goodreads.com/book/show/50042494-ghosts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588789186l/50042494._SY75_.jpg,3.88,"120,810 ",  2020
"Wait With Me (Wait With Me, #1)",Amy Daws,21,https://www.goodreads.com/book/show/39337760-wait-with-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521636264l/39337760._SY75_.jpg,4.07,"28,822 ",  2018
Lost in the Never Woods (Hardcover),Aiden Thomas,21,https://www.goodreads.com/book/show/39897752-lost-in-the-never-woods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592493557l/39897752._SY75_.jpg,3.71,"16,939 ",  2021
"Rush (Breathless, #1)",Maya Banks,21,https://www.goodreads.com/book/show/16033902-rush,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359943771l/16033902._SX50_.jpg,3.89,"86,561 ",  2013
The Henna Wars (Hardcover),Adiba Jaigirdar,21,https://www.goodreads.com/book/show/44286258-the-henna-wars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573648325l/44286258._SY75_.jpg,3.94,"29,186 ",  2020
No Longer Human (Paperback),Osamu Dazai,21,https://www.goodreads.com/book/show/194746.No_Longer_Human,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422638843l/194746._SY75_.jpg,3.98,"182,883 ",  1948
Eileen (Hardcover),Ottessa Moshfegh,21,https://www.goodreads.com/book/show/23453099-eileen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479545528l/23453099._SX50_.jpg,3.57,"107,659 ",  2015
"A Conjuring of Light (Shades of Magic, #3)",Victoria Schwab,21,https://www.goodreads.com/book/show/29939230-a-conjuring-of-light,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464017758l/29939230._SY75_.jpg,4.31,"171,118 ",  2017
101 Essays That Will Change The Way You Think (Kindle Edition),Brianna Wiest,21,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479346785l/32998876._SY75_.jpg,3.75,"53,285 ",  2016
"Dead Man Walking (The Fallen Men, #6)",Giana Darling,21,https://www.goodreads.com/book/show/54684470-dead-man-walking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604690771l/54684470._SY75_.jpg,4.22,"14,273 ",  2020
"The Maze Runner (The Maze Runner, #1)",James Dashner,21,https://www.goodreads.com/book/show/6186357-the-maze-runner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375596592l/6186357._SY75_.jpg,4.05,"1,570,599 ",  2009
Station Eleven (Hardcover),Emily St. John Mandel,21,https://www.goodreads.com/book/show/20170404-station-eleven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680459872l/20170404._SX50_.jpg,4.07,"544,996 ",  2014
The Girl on the Train (Hardcover),Paula Hawkins,21,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682l/22557272._SX50_.jpg,3.96,"3,039,127 ",  2015
The Nature of Witches (Hardcover),Rachel  Griffin,21,https://www.goodreads.com/book/show/54717138-the-nature-of-witches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609270742l/54717138._SX50_.jpg,3.82,"22,138 ",  2021
Starry Eyes (Hardcover),Jenn Bennett,21,https://www.goodreads.com/book/show/35297469-starry-eyes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497542946l/35297469._SY75_.jpg,3.97,"31,893 ",  2018
"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,21,https://www.goodreads.com/book/show/24233708-an-absolutely-remarkable-thing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520026196l/24233708._SY75_.jpg,4.04,"120,915 ",  2018
"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",J.K. Rowling,21,https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598823299l/42844155._SX50_.jpg,4.47,"10,413,332 ",  1997
"Prodigy (Legend, #2)",Marie Lu,21,https://www.goodreads.com/book/show/16287469-prodigy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365405181l/16287469._SY75_.jpg,4.23,"268,867 ",  2013
"The Rose & the Dagger (The Wrath and the Dawn, #2)",Renée Ahdieh,21,https://www.goodreads.com/book/show/23308084-the-rose-the-dagger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443797156l/23308084._SY75_.jpg,4.04,"96,069 ",  2016
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,21,https://www.goodreads.com/book/show/10025305-clockwork-prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747l/10025305._SY75_.jpg,4.42,"562,871 ",  2011
"Crush (Crave, #2)",Tracy Wolff,21,https://www.goodreads.com/book/show/52778479-crush,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595817907l/52778479._SX50_.jpg,4.25,"125,799 ",  2020
"A Dark and Hollow Star (The Hollow Star Saga, #1)",Ashley Shuttleworth,21,https://www.goodreads.com/book/show/53341666-a-dark-and-hollow-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612105440l/53341666._SY75_.jpg,3.79,"7,521 ",  2021
"Frostblood (Frostblood Saga, #1)",Elly Blake,21,https://www.goodreads.com/book/show/27827203-frostblood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471381624l/27827203._SY75_.jpg,3.83,"36,316 ",  2017
"The Year of the Witching (Bethel, #1)",Alexis Henderson,21,https://www.goodreads.com/book/show/49789629-the-year-of-the-witching,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576699031l/49789629._SY75_.jpg,3.81,"39,740 ",  2020
Betting on You (Hardcover),Lynn Painter,20,https://www.goodreads.com/book/show/60197314-betting-on-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675615468l/60197314._SY75_.jpg,4.10,"75,760 ",  2023
"House of Bane and Blood (Order and Chaos, #1)",Alexis L. Menard,20,https://www.goodreads.com/book/show/195138739-house-of-bane-and-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690909682l/195138739._SY75_.jpg,4.08,"9,071 ",  2023
"What the River Knows (Secrets of the Nile, #1)",Isabel Ibañez,20,https://www.goodreads.com/book/show/65213381-what-the-river-knows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674234543l/65213381._SY75_.jpg,3.89,"49,061 ",  2023
Murder in the Family (Paperback),Cara Hunter,20,https://www.goodreads.com/book/show/63241097-murder-in-the-family,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1667925697l/63241097._SY75_.jpg,3.75,"39,357 ",  2023
"The Devil's Bargain (Deal with the Devil, #1)",Carin Hart,20,https://www.goodreads.com/book/show/123771910-the-devil-s-bargain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679687190l/123771910._SY75_.jpg,3.15,"10,557 ",
"Scandalous Games (Arranged Games, #1)",Simran .,20,https://www.goodreads.com/book/show/87912407-scandalous-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687205608l/87912407._SY75_.jpg,3.82,"8,883 ",
The Fake Mate (Paperback),Lana Ferguson,20,https://www.goodreads.com/book/show/123199658-the-fake-mate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685353278l/123199658._SY75_.jpg,3.66,"61,634 ",  2023
"The Unwanted Marriage (The Windsors, #3)",Catharina Maura,20,https://www.goodreads.com/book/show/104659050-the-unwanted-marriage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684505922l/104659050._SY75_.jpg,4.05,"45,155 ",  2023
"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,20,https://www.goodreads.com/book/show/63847274-a-soul-of-ash-and-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677612497l/63847274._SY75_.jpg,3.91,"102,440 ",  2023
"Tethered (The Binding Chronicles, #1)",Elayna R. Gallea,20,https://www.goodreads.com/book/show/198910136-tethered,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1694379570l/198910136._SY75_.jpg,3.66,"10,551 ",
Ink Blood Sister Scribe (Hardcover),Emma Törzs,20,https://www.goodreads.com/book/show/62854842-ink-blood-sister-scribe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685457125l/62854842._SY75_.jpg,4.03,"46,200 ",  2023
No Saint (Kindle Edition),Ria Wilde,20,https://www.goodreads.com/book/show/61948202-no-saint,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665383985l/61948202._SY75_.jpg,3.77,"8,469 ",  2022
"The Foxglove King (The Nightshade Crown, #1)",Hannah F. Whitten,20,https://www.goodreads.com/book/show/61237041-the-foxglove-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654979956l/61237041._SY75_.jpg,3.78,"25,878 ",  2023
