Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published,genre,num_pages,format,key
Twisted Hate,Ana Huang,186,https://www.goodreads.com/book/show/56688531-twisted-hate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641478689l/56688531._SY75_.jpg,3.98,"547,762 ",2022.0,Romance,522 pages, Kindle Edition,twistedhateanahuang
Corrupt,Penelope Douglas,185,https://www.goodreads.com/book/show/58124274-corrupt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621729447l/58124274._SY75_.jpg,3.8,"307,584 ",2015.0,Dark,516 pages, Paperback,corruptpenelopedouglas
Iron Flame,Rebecca Yarros,185,https://www.goodreads.com/book/show/90202302-iron-flame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706724269l/90202302._SY75_.jpg,4.35,"1,364,261 ",2023.0,Romantasy,640 pages, Hardcover,ironflamerebeccayarros
The Night Circus,Erin Morgenstern,183,https://www.goodreads.com/book/show/9361589-the-night-circus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387124618l/9361589._SY75_.jpg,4.01,"1,011,375 ",2011.0,Fantasy,506 pages, Hardcover,thenightcircuserinmorgenstern
Girl in Pieces,Kathleen Glasgow,180,https://www.goodreads.com/book/show/29236380-girl-in-pieces,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469509467l/29236380._SY75_.jpg,3.96,"213,308 ",2016.0,Young Adult,416 pages, Hardcover,girlinpieceskathleenglasgow
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,179,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260l/12000020._SY75_.jpg,4.3,"628,102 ",2012.0,Young Adult,390 pages, Hardcover,aristotleanddantediscoverthesecretsoftheuniversebenjaminaliresáenz
Lightlark,Alex Aster,177,https://www.goodreads.com/book/show/60310757-lightlark,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647950042l/60310757._SY75_.jpg,3.84,"165,095 ",2022.0,Romance,416 pages, Hardcover,lightlarkalexaster
A Kingdom of Flesh and Fire,Jennifer L. Armentrout,175,https://www.goodreads.com/book/show/54319549-a-kingdom-of-flesh-and-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722598052l/54319549._SY75_.jpg,4.34,"453,636 ",2020.0,Fantasy,637 pages, Kindle Edition,akingdomoffleshandfirejenniferlarmentrout
Terms and Conditions,Lauren Asher,174,https://www.goodreads.com/book/show/86767939-terms-and-conditions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674743453l/86767939._SY75_.jpg,4.11,"385,650 ",2022.0,Contemporary,494 pages, Kindle Edition,termsandconditionslaurenasher
Happy Place,Emily Henry,173,https://www.goodreads.com/book/show/61718053-happy-place,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660145160l/61718053._SY75_.jpg,3.98,"1,062,974 ",2023.0,Romance,400 pages, Hardcover,happyplaceemilyhenry
Flock,Kate  Stewart,168,https://www.goodreads.com/book/show/40748777-flock,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594825119l/40748777._SX50_.jpg,4.12,"184,609 ",2020.0,Romance,354 pages, Paperback,flockkatestewart
Heartstopper Volume One,Alice Oseman,165,https://www.goodreads.com/book/show/40495957-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712679126l/40495957._SY75_.jpg,4.45,"772,477 ",2018.0,Graphic Novels,288 pages, Paperback,heartstoppervolumeonealiceoseman
"Good Girl, Bad Blood",Holly  Jackson,164,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723l/51335759._SY75_.jpg,4.29,"588,280 ",2020.0,Mystery,413 pages, Paperback,"goodgirl,badbloodhollyjackson"
An Ember in the Ashes,Sabaa Tahir,164,https://www.goodreads.com/book/show/213075476-an-ember-in-the-ashes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1715196282l/213075476._SY75_.jpg,4.25,"307,214 ",2015.0,Fantasy,480 pages, Paperback,anemberintheashessabaatahir
All the Bright Places,Jennifer Niven,163,https://www.goodreads.com/book/show/18460392-all-the-bright-places,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702l/18460392._SY75_.jpg,4.12,"585,852 ",2015.0,Young Adult,378 pages, Hardcover,allthebrightplacesjenniferniven
One Dark Window,Rachel Gillig,160,https://www.goodreads.com/book/show/58340706-one-dark-window,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659411218l/58340706._SX50_.jpg,4.3,"273,384 ",2022.0,Fantasy,399 pages, Paperback,onedarkwindowrachelgillig
Babel,R.F. Kuang,160,https://www.goodreads.com/book/show/57945316-babel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677361825l/57945316._SY75_.jpg,4.18,"280,235 ",2022.0,Fantasy,544 pages, Hardcover,babelrfkuang
Heartless,Marissa Meyer,160,https://www.goodreads.com/book/show/18584855-heartless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477740245l/18584855._SY75_.jpg,4.09,"215,087 ",2016.0,Fantasy,453 pages, Hardcover,heartlessmarissameyer
The Wrath and the Dawn,Renée Ahdieh,159,https://www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417956963l/18798983._SY75_.jpg,4.05,"179,931 ",2015.0,Fantasy,416 pages, Hardcover,thewrathandthedawnrenéeahdieh
Siege and Storm,Leigh Bardugo,157,https://www.goodreads.com/book/show/14061955-siege-and-storm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362166252l/14061955._SX50_.jpg,3.81,"633,776 ",2013.0,Fantasy,435 pages, Hardcover,siegeandstormleighbardugo
From Lukov with Love,Mariana Zapata,155,https://www.goodreads.com/book/show/37683751-from-lukov-with-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514253753l/37683751._SY75_.jpg,4.22,"260,896 ",2018.0,Sports Romance,493 pages, Paperback,fromlukovwithlovemarianazapata
A Curse So Dark and Lonely,Brigid Kemmerer,154,https://www.goodreads.com/book/show/43204703-a-curse-so-dark-and-lonely,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574179523l/43204703._SY75_.jpg,3.97,"166,481 ",2019.0,Fantasy,484 pages, Hardcover,acursesodarkandlonelybrigidkemmerer
Every Summer After,Carley Fortune,154,https://www.goodreads.com/book/show/58014893-every-summer-after,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630101647l/58014893._SX50_.jpg,4.2,"611,396 ",2022.0,Romance,320 pages, Paperback,everysummeraftercarleyfortune
One Last Stop,Casey McQuiston,154,https://www.goodreads.com/book/show/54860443-one-last-stop,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598019346l/54860443._SY75_.jpg,3.92,"252,078 ",2021.0,LGBT,418 pages, Paperback,onelaststopcaseymcquiston
Twisted Lies,Ana Huang,153,https://www.goodreads.com/book/show/60217302-twisted-lies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654797490l/60217302._SY75_.jpg,4.2,"467,355 ",2022.0,Romance,530 pages, Kindle Edition,twistedliesanahuang
A Darker Shade of Magic,Victoria Schwab,153,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851l/22055262._SY75_.jpg,4.05,"382,293 ",2015.0,Fantasy,400 pages, Hardcover,adarkershadeofmagicvictoriaschwab
Ruin and Rising,Leigh Bardugo,151,https://www.goodreads.com/book/show/14061957-ruin-and-rising,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392398530l/14061957._SX50_.jpg,3.98,"545,690 ",2014.0,Fantasy,350 pages, Hardcover,ruinandrisingleighbardugo
The Summer I Turned Pretty,Jenny Han,150,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361666855l/5821978._SY75_.jpg,3.76,"866,553 ",2017.0,Romance,276 pages, Hardcover,thesummeriturnedprettyjennyhan
Priest,Sierra Simone,149,https://www.goodreads.com/book/show/25507389-priest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433645877l/25507389._SY75_.jpg,3.59,"164,639 ",2015.0,Romance,354 pages, Kindle Edition,priestsierrasimone
Throttled,Lauren Asher,146,https://www.goodreads.com/book/show/206023355-throttled,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706309061l/206023355._SY75_.jpg,3.79,"202,859 ",2020.0,Romance,378 pages, Kindle Edition,throttledlaurenasher
Flawless,Elsie Silver,146,https://www.goodreads.com/book/show/60755618-flawless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653054148l/60755618._SY75_.jpg,4.06,"373,739 ",2022.0,Sports Romance,424 pages, Kindle Edition,flawlesselsiesilver
The Crown of Gilded Bones,Jennifer L. Armentrout,146,https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606759553l/55240343._SX50_.jpg,4.17,"346,893 ",2021.0,Fantasy,645 pages, Paperback,thecrownofgildedbonesjenniferlarmentrout
Vicious,Victoria Schwab,146,https://www.goodreads.com/book/show/40874032-vicious,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670752670l/40874032._SY75_.jpg,4.2,"263,367 ",2013.0,Fantasy,402 pages, Kindle Edition,viciousvictoriaschwab
"Hook, Line, and Sinker",Tessa Bailey,145,https://www.goodreads.com/book/show/58283080-hook-line-and-sinker,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627068858l/58283080._SY75_.jpg,3.91,"387,374 ",2022.0,Romance,353 pages, Paperback,"hook,line,andsinkertessabailey"
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,145,https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636978687l/58784475._SY75_.jpg,4.15,"1,029,715 ",2022.0,Fiction,401 pages, Hardcover,"tomorrow,andtomorrow,andtomorrowgabriellezevin"
You've Reached Sam,Dustin Thao,144,https://www.goodreads.com/book/show/53086843-you-ve-reached-sam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610730335l/53086843._SY75_.jpg,3.62,"143,990 ",2021.0,Romance,296 pages, Hardcover,you'vereachedsamdustinthao
These Hollow Vows,Lexi Ryan,144,https://www.goodreads.com/book/show/53422971-these-hollow-vows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603478051l/53422971._SY75_.jpg,3.97,"107,885 ",2021.0,Fantasy,448 pages, Kindle Edition,thesehollowvowslexiryan
Crown of Midnight,Sarah J. Maas,144,https://www.goodreads.com/book/show/76705490-crown-of-midnight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566594l/76705490._SY75_.jpg,4.35,"1,234,226 ",2013.0,Fantasy,420 pages, Hardcover,crownofmidnightsarahjmaas
Addicted to You,Krista Ritchie,144,https://www.goodreads.com/book/show/55475442-addicted-to-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601267875l/55475442._SY75_.jpg,3.74,"162,762 ",2013.0,Romance,335 pages, Kindle Edition,addictedtoyoukristaritchie
All Your Perfects,Colleen Hoover,141,https://www.goodreads.com/book/show/38926487-all-your-perfects,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531682842l/38926487._SY75_.jpg,4.02,"629,469 ",2018.0,Romance,305 pages, Paperback,allyourperfectscolleenhoover
Brutal Prince,Sophie Lark,141,https://www.goodreads.com/book/show/195580026-brutal-prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690982632l/195580026._SY75_.jpg,3.77,"162,343 ",2020.0,Dark,376 pages, Kindle Edition,brutalprincesophielark
Heir of Fire,Sarah J. Maas,141,https://www.goodreads.com/book/show/76706470-heir-of-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566654l/76706470._SY75_.jpg,4.46,"1,079,636 ",2014.0,Young Adult,576 pages, Hardcover,heiroffiresarahjmaas
Ignite Me,Tahereh Mafi,140,https://www.goodreads.com/book/show/13188676-ignite-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497l/13188676._SY75_.jpg,4.46,"533,484 ",2014.0,Fantasy,Kindle Edition,,ignitemetaherehmafi
Unravel Me,Tahereh Mafi,139,https://www.goodreads.com/book/show/13104080-unravel-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622l/13104080._SY75_.jpg,4.13,"607,324 ",2013.0,Fantasy,461 pages, Hardcover,unravelmetaherehmafi
My Year of Rest and Relaxation,Ottessa Moshfegh,138,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597676656l/44279110._SY75_.jpg,3.63,"446,935 ",2018.0,Fiction,289 pages, Paperback,myyearofrestandrelaxationottessamoshfegh
The Ritual,Shantel Tessier,137,https://www.goodreads.com/book/show/58941251-the-ritual,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636922541l/58941251._SY75_.jpg,4.06,"222,162 ",2021.0,Romance,606 pages, Kindle Edition,theritualshanteltessier
The Book Thief,Markus Zusak,133,https://www.goodreads.com/book/show/19063.The_Book_Thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522157426l/19063._SY75_.jpg,4.39,"2,649,667 ",2005.0,Historical Fiction,592 pages, Kindle Edition,thebookthiefmarkuszusak
Furyborn,Claire Legrand,132,https://www.goodreads.com/book/show/34323570-furyborn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1676135490l/34323570._SY75_.jpg,3.79,"51,402 ",2018.0,Fantasy,501 pages, Hardcover,furybornclairelegrand
Butcher & Blackbird,Brynne Weaver,132,https://www.goodreads.com/book/show/196864520-butcher-blackbird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1692083376l/196864520._SY75_.jpg,4.07,"311,098 ",2023.0,Romance,360 pages, Paperback,butcher&blackbirdbrynneweaver
"Love, Theoretically",Ali Hazelwood,132,https://www.goodreads.com/book/show/61326735-love-theoretically,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681476644l/61326735._SY75_.jpg,4.1,"467,819 ",2023.0,Romance,389 pages, Paperback,"love,theoreticallyalihazelwood"
The Hawthorne Legacy,Jennifer Lynn Barnes,132,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610493390l/50531218._SY75_.jpg,4.2,"481,765 ",2021.0,Mystery,380 pages, Hardcover,thehawthornelegacyjenniferlynnbarnes
Crave,Tracy Wolff,132,https://www.goodreads.com/book/show/45892228-crave,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578850525l/45892228._SX50_.jpg,3.78,"215,321 ",2020.0,Fantasy,575 pages, Hardcover,cravetracywolff
As Good As Dead,Holly  Jackson,131,https://www.goodreads.com/book/show/56905097-as-good-as-dead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623112782l/56905097._SY75_.jpg,4.21,"417,735 ",2021.0,Mystery,500 pages, Hardcover,asgoodasdeadhollyjackson
Sorcery of Thorns,Margaret  Rogerson,131,https://www.goodreads.com/book/show/42201395-sorcery-of-thorns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541621322l/42201395._SY75_.jpg,4.05,"145,693 ",2019.0,Fantasy,456 pages, Hardcover,sorceryofthornsmargaretrogerson
A Million Kisses in Your Lifetime,Monica  Murphy,130,https://www.goodreads.com/book/show/60306208-a-million-kisses-in-your-lifetime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644500865l/60306208._SY75_.jpg,3.77,"153,564 ",2022.0,Contemporary,552 pages, Paperback,amillionkissesinyourlifetimemonicamurphy
The Maddest Obsession,Danielle Lori,128,https://www.goodreads.com/book/show/40613322-the-maddest-obsession,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552162019l/40613322._SX50_.jpg,4.25,"172,108 ",2019.0,Romance,333 pages, ebook,themaddestobsessiondaniellelori
King of Scars,Leigh Bardugo,128,https://www.goodreads.com/book/show/36307634-king-of-scars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525110825l/36307634._SY75_.jpg,4.16,"211,840 ",2019.0,Young Adult,511 pages, Kindle Edition,kingofscarsleighbardugo
Praise,Sara Cate,127,https://www.goodreads.com/book/show/60416566-praise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644858618l/60416566._SY75_.jpg,4.11,"166,411 ",2022.0,Romance,341 pages, Paperback,praisesaracate
The Cheat Sheet,Sarah       Adams,127,https://www.goodreads.com/book/show/58100280-the-cheat-sheet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624094827l/58100280._SY75_.jpg,3.72,"274,861 ",2021.0,Romance,306 pages, Kindle Edition,thecheatsheetsarahadams
Queen of Shadows,Sarah J. Maas,127,https://www.goodreads.com/book/show/76707900-queen-of-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566810l/76707900._SY75_.jpg,4.61,"960,547 ",2015.0,Young Adult,648 pages, Hardcover,queenofshadowssarahjmaas
Does It Hurt?,H.D. Carlton,126,https://www.goodreads.com/book/show/60034351-does-it-hurt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655247714l/60034351._SY75_.jpg,3.92,"179,545 ",2022.0,Romance,432 pages, Kindle Edition,doesithurt?hdcarlton
King of Battle and Blood,Scarlett St.  Clair,126,https://www.goodreads.com/book/show/56651967-king-of-battle-and-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617457059l/56651967._SX50_.jpg,3.72,"126,514 ",2021.0,Fantasy,391 pages, Paperback,kingofbattleandbloodscarlettstclair
Daughter of No Worlds,Carissa Broadbent,126,https://www.goodreads.com/book/show/49826643-daughter-of-no-worlds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577198904l/49826643._SY75_.jpg,4.04,"113,374 ",2020.0,Fantasy,520 pages, Kindle Edition,daughterofnoworldscarissabroadbent
Everything I Know About Love,Dolly Alderton,126,https://www.goodreads.com/book/show/46041465-everything-i-know-about-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563761980l/46041465._SX50_.jpg,3.99,"369,085 ",2018.0,Nonfiction,368 pages, Hardcover,everythingiknowaboutlovedollyalderton
